# {"t_start": 1562835804.7867095, "env_id": "HalfCheetah-v2"} 
r,l,t
-800.467202,1000,4.601683
-710.299553,1000,7.158661
-873.396734,1000,9.518964
-919.351852,1000,12.116202
-702.877273,1000,14.558092
-892.34427,1000,16.934872
-895.724524,1000,19.531878
-887.845299,1000,22.072728
-652.415953,1000,24.663883
-835.009175,1000,26.977357
-862.723942,1000,179.363856
-665.995669,1000,181.895994
-824.132211,1000,184.449908
-795.948689,1000,187.017478
-785.228546,1000,189.611273
-851.958054,1000,191.99233
-707.951239,1000,194.414626
-821.782292,1000,196.92083
-758.935267,1000,199.469278
-840.421656,1000,202.033657
-697.263629,1000,354.305761
-949.356195,1000,356.91111
-729.604591,1000,359.314503
-692.637894,1000,361.650651
-737.310245,1000,364.19525
-717.48758,1000,366.59842
-729.33177,1000,369.122121
-712.538111,1000,371.471313
-831.949849,1000,374.023426
-712.488498,1000,376.454357
-857.298163,1000,530.279316
-722.721924,1000,532.860162
-702.166406,1000,535.412505
-590.09421,1000,537.808601
-685.285665,1000,540.318311
-620.05308,1000,542.822996
-686.330525,1000,545.399641
-619.130314,1000,547.824166
-650.244706,1000,550.369976
-737.277818,1000,552.891027
-615.697755,1000,705.197109
-768.405102,1000,707.722804
-652.285651,1000,710.30195
-620.019184,1000,712.795305
-681.768699,1000,715.321219
-686.280496,1000,717.859717
-680.73194,1000,720.450285
-622.0747,1000,723.064723
-689.085602,1000,725.645079
-596.382421,1000,728.162087
-605.21364,1000,881.268995
-626.788971,1000,883.800629
-534.326935,1000,886.227334
-642.460442,1000,888.765164
-671.058523,1000,891.142182
-573.200769,1000,893.689717
-670.5663,1000,896.27177
-555.632898,1000,898.800763
-553.77709,1000,901.32886
-645.255265,1000,903.896312
-466.510454,1000,1056.3154
-524.151131,1000,1058.823532
-489.690831,1000,1061.292439
-561.362005,1000,1063.84794
-469.235788,1000,1066.494483
-503.304419,1000,1069.006127
-486.170947,1000,1071.526076
-539.636252,1000,1074.08617
-527.827076,1000,1076.605179
-527.700692,1000,1079.077117
-534.837038,1000,1232.523809
-494.89205,1000,1235.134858
-549.645414,1000,1237.730827
-440.198396,1000,1240.295524
-459.812992,1000,1242.728997
-499.943515,1000,1245.280677
-527.263611,1000,1247.894158
-509.370258,1000,1250.291602
-523.881368,1000,1252.836592
-519.507469,1000,1255.226768
-398.168769,1000,1408.280728
-394.967337,1000,1410.868808
-411.346337,1000,1413.441375
-509.922143,1000,1415.817611
-468.734065,1000,1418.428936
-494.827763,1000,1420.773742
-441.443732,1000,1423.291969
-550.479595,1000,1425.606612
-438.734128,1000,1427.976658
-444.711283,1000,1430.562759
-379.339113,1000,1583.214231
-395.718768,1000,1585.795961
-462.452337,1000,1588.093566
-393.375131,1000,1590.633097
-417.844437,1000,1593.208218
-441.064892,1000,1595.802025
-401.696993,1000,1598.294916
-411.525244,1000,1600.888026
-391.284161,1000,1603.498512
-388.945047,1000,1606.060206
-354.592915,1000,1759.147842
-378.868668,1000,1761.593245
-424.065554,1000,1764.030558
-340.099843,1000,1766.467916
-309.948204,1000,1768.867943
-434.501373,1000,1771.453143
-360.546586,1000,1774.026452
-342.760103,1000,1776.624135
-344.949895,1000,1779.201635
-325.495253,1000,1781.788833
-329.716484,1000,1934.27627
-293.009545,1000,1936.806385
-251.80429,1000,1939.168606
-259.095891,1000,1941.446949
-289.193229,1000,1943.92134
-278.990679,1000,1946.414695
-264.264876,1000,1948.965443
-307.666224,1000,1951.549486
-339.751395,1000,1954.149525
-293.371627,1000,1956.731076
-289.548346,1000,2109.019432
-287.923545,1000,2111.488575
-261.509678,1000,2114.102579
-314.79925,1000,2116.648117
-269.32476,1000,2119.109265
-303.18684,1000,2121.425719
-293.578082,1000,2123.945961
-263.668885,1000,2126.524616
-250.294313,1000,2129.008748
-255.706125,1000,2131.472452
-260.798377,1000,2283.966811
-257.052832,1000,2286.457838
-166.134461,1000,2289.006297
-412.1387,1000,2291.461321
-244.169799,1000,2294.018917
-234.370334,1000,2296.508414
-275.167244,1000,2298.923392
-201.467812,1000,2301.376217
-209.599488,1000,2303.744452
-222.709947,1000,2306.168482
-241.24063,1000,2458.388343
-249.63684,1000,2460.851541
-180.782534,1000,2463.410157
-195.350708,1000,2465.857599
-174.441283,1000,2468.452139
-222.63475,1000,2471.020326
-175.992706,1000,2473.547744
-155.974025,1000,2476.046694
-225.963802,1000,2478.574258
-169.868276,1000,2481.116298
-202.967116,1000,2633.692158
-131.867985,1000,2636.17588
-124.339685,1000,2638.464297
-97.640768,1000,2640.982487
-154.478689,1000,2643.469851
-94.441706,1000,2646.071387
-195.349777,1000,2648.650388
-162.77951,1000,2651.159154
-98.97567,1000,2653.589325
-62.075779,1000,2655.94475
-186.425792,1000,2808.409039
-10.027619,1000,2810.9747
-105.075269,1000,2813.536545
-68.055791,1000,2816.041916
-103.013624,1000,2818.356294
-89.740138,1000,2820.949296
-74.820053,1000,2823.468375
-154.41819,1000,2826.132742
-71.808362,1000,2828.666812
-145.375978,1000,2831.123601
-148.790647,1000,2983.521158
27.384354,1000,2985.952836
37.873971,1000,2988.558584
61.88389,1000,2991.176002
-72.461996,1000,2993.756722
-14.22384,1000,2996.251903
27.040949,1000,2998.857383
-95.823046,1000,3001.39566
2.095115,1000,3003.882218
-36.27235,1000,3006.478222
-128.283062,1000,3158.931786
-32.515163,1000,3161.359514
12.254318,1000,3163.792153
42.242777,1000,3166.286785
-85.860456,1000,3168.899354
-6.104587,1000,3171.353955
55.064042,1000,3173.67968
41.174848,1000,3176.248851
-55.041566,1000,3178.758647
-51.021134,1000,3181.329441
-67.413493,1000,3333.479056
58.17981,1000,3336.003698
110.875516,1000,3338.542958
-14.512987,1000,3340.884033
39.070131,1000,3343.353664
-70.068135,1000,3345.894539
-22.801564,1000,3348.356515
-57.047623,1000,3350.626299
62.751239,1000,3353.224744
-101.906249,1000,3355.819523
41.379019,1000,3508.123489
-56.665283,1000,3510.700135
62.473627,1000,3513.214414
53.475739,1000,3515.771447
-30.619186,1000,3518.147643
8.417019,1000,3520.724214
6.979869,1000,3523.302167
107.448117,1000,3525.742013
55.843062,1000,3528.165028
-100.714507,1000,3530.675264
-15.739562,1000,3683.274766
58.789534,1000,3685.718992
-172.972216,1000,3688.259016
166.535328,1000,3690.819075
86.270954,1000,3693.207023
32.177945,1000,3695.791639
51.240001,1000,3698.423092
104.663052,1000,3700.906101
82.256412,1000,3703.354163
73.6293,1000,3705.871442
114.967904,1000,3858.168855
-154.396141,1000,3860.662987
79.270005,1000,3863.022286
220.751588,1000,3865.351064
136.531816,1000,3867.869276
134.875692,1000,3870.156102
154.532135,1000,3872.460458
82.195962,1000,3874.95557
70.347822,1000,3877.232589
13.303011,1000,3879.769597
-34.342607,1000,4032.494394
82.065451,1000,4035.05025
227.267211,1000,4037.373835
-9.463442,1000,4039.938071
89.797628,1000,4042.496107
209.069455,1000,4044.946504
199.897998,1000,4047.498651
-137.356258,1000,4049.872948
76.384514,1000,4052.362495
81.770452,1000,4054.927078
218.851222,1000,4207.737075
137.308672,1000,4210.220987
37.715072,1000,4212.560087
117.56407,1000,4214.993228
122.375669,1000,4217.518478
133.096282,1000,4219.9176
180.598401,1000,4222.423988
162.107186,1000,4225.039482
155.737626,1000,4227.391193
141.038644,1000,4229.995149
110.783885,1000,4382.585171
178.743373,1000,4385.182352
172.120053,1000,4387.739503
173.981106,1000,4390.288914
156.476251,1000,4392.840446
-162.093948,1000,4395.410958
118.412852,1000,4397.96856
63.968183,1000,4400.435504
200.163523,1000,4402.811135
25.49322,1000,4405.403228
138.094945,1000,4558.320771
235.870482,1000,4560.771732
218.173979,1000,4563.146846
133.688822,1000,4565.599293
245.35192,1000,4568.042396
59.47319,1000,4570.659572
26.607725,1000,4573.228533
120.538697,1000,4575.824568
207.737903,1000,4578.172625
155.880131,1000,4580.737501
229.897862,1000,4733.341214
-34.483114,1000,4735.908317
236.414942,1000,4738.464224
18.118699,1000,4740.903627
206.955507,1000,4743.489978
229.505413,1000,4746.064154
97.219388,1000,4748.436829
124.163543,1000,4750.87026
195.826806,1000,4753.448349
251.936072,1000,4755.95168
137.628214,1000,4908.447096
233.54373,1000,4910.945685
125.21676,1000,4913.510663
209.439167,1000,4916.030055
85.812432,1000,4918.610286
210.000219,1000,4921.248357
134.046342,1000,4923.842075
219.647777,1000,4926.43577
198.849363,1000,4928.895261
178.210036,1000,4931.480667
236.531313,1000,5084.34725
148.183031,1000,5086.692249
222.927831,1000,5089.242376
218.858529,1000,5091.813022
61.847971,1000,5094.349288
118.990054,1000,5096.950039
206.945104,1000,5099.427277
222.43611,1000,5102.019549
227.131785,1000,5104.62938
227.080718,1000,5107.212103
207.556524,1000,5259.911018
241.104828,1000,5262.155671
274.01499,1000,5264.688269
301.334371,1000,5267.259774
266.173594,1000,5269.770075
224.834554,1000,5272.291696
233.326172,1000,5274.694515
213.616807,1000,5277.198339
257.480776,1000,5279.694907
255.500018,1000,5282.265852
248.974294,1000,5435.109208
230.248773,1000,5437.598184
217.152652,1000,5440.045557
125.663635,1000,5442.605301
278.789983,1000,5445.199482
171.767474,1000,5447.618795
282.539337,1000,5450.103138
185.790382,1000,5452.604471
233.667345,1000,5455.123098
130.552719,1000,5457.705438
161.285399,1000,5610.277055
189.013684,1000,5612.523887
384.174565,1000,5615.064166
314.816045,1000,5617.563285
242.19147,1000,5620.057078
246.857441,1000,5622.42715
200.170044,1000,5624.970651
374.445319,1000,5627.500109
160.28156,1000,5630.096708
393.40764,1000,5632.711706
301.375935,1000,5785.159972
279.199206,1000,5787.655725
285.882226,1000,5790.175312
298.246945,1000,5792.616863
242.656786,1000,5795.160899
376.221312,1000,5797.609606
210.00824,1000,5800.186808
288.767713,1000,5802.765026
188.432366,1000,5805.212204
245.050349,1000,5807.633193
242.984187,1000,5960.101042
257.208457,1000,5962.596251
370.329344,1000,5965.029426
317.727572,1000,5967.560814
149.98284,1000,5970.187031
281.914608,1000,5972.637549
331.32068,1000,5975.14696
213.679093,1000,5977.759182
105.404538,1000,5980.344448
340.858974,1000,5982.796079
269.945516,1000,6135.399997
199.955736,1000,6137.971397
284.606821,1000,6140.551164
237.040915,1000,6143.101135
262.979565,1000,6145.70866
328.728989,1000,6148.088451
282.517218,1000,6150.664864
324.319021,1000,6153.255905
310.964281,1000,6155.600283
270.42341,1000,6158.185906
351.991151,1000,6310.984324
349.96826,1000,6313.351169
358.292991,1000,6315.873902
195.233448,1000,6318.358801
320.130239,1000,6320.960564
304.894075,1000,6323.551864
364.843153,1000,6326.042237
315.845051,1000,6328.554757
354.199226,1000,6331.004514
390.384988,1000,6333.508497
302.45047,1000,6486.394116
403.673035,1000,6488.741718
336.171361,1000,6491.173619
374.3003,1000,6493.64309
347.068933,1000,6496.114883
402.604894,1000,6498.708405
235.757749,1000,6501.141175
371.76997,1000,6503.689354
210.475931,1000,6506.155065
341.903236,1000,6508.730422
141.911367,1000,6661.657548
359.995489,1000,6664.25609
313.65409,1000,6666.86058
181.398248,1000,6669.397246
338.886442,1000,6671.981232
362.029849,1000,6674.452327
296.314685,1000,6677.078826
329.706231,1000,6679.535942
227.877445,1000,6681.982726
425.593399,1000,6684.566027
319.628231,1000,6837.468525
297.784585,1000,6840.038697
304.666271,1000,6842.598598
276.405167,1000,6845.159189
373.57691,1000,6847.565165
349.787517,1000,6850.09465
308.478177,1000,6852.422634
