# {"t_start": 1562835804.774574, "env_id": "HalfCheetah-v2"} 
r,l,t
33.815069,1000,4568.054944
31.695709,1000,4570.671829
118.363514,1000,4573.240525
209.427001,1000,4575.836548
43.283144,1000,4578.184767
230.037853,1000,4580.749131
65.083786,1000,4733.353165
131.955945,1000,4735.920453
53.648069,1000,4738.476071
176.300411,1000,4740.915483
117.9331,1000,4743.502132
189.076886,1000,4746.076247
192.774579,1000,4748.448956
101.093903,1000,4750.882835
150.98351,1000,4753.460938
202.451341,1000,4755.963778
6.768223,1000,4908.458806
184.562561,1000,4910.957882
118.622576,1000,4913.522711
158.181698,1000,4916.042612
109.49483,1000,4918.621869
235.975047,1000,4921.260389
202.300777,1000,4923.854262
155.706031,1000,4926.447898
244.771855,1000,4928.907441
264.722734,1000,4931.492798
190.421409,1000,5084.359733
198.577457,1000,5086.704379
235.832074,1000,5089.254995
309.952434,1000,5091.825057
266.548508,1000,5094.361877
143.646635,1000,5096.961951
16.6507,1000,5099.439376
183.332925,1000,5102.03162
261.43176,1000,5104.641591
234.12721,1000,5107.224261
210.461649,1000,5259.923127
191.171707,1000,5262.167658
249.33198,1000,5264.700288
292.330714,1000,5267.272303
62.583947,1000,5269.782032
316.126008,1000,5272.30371
214.010959,1000,5274.706548
160.051744,1000,5277.210948
268.401557,1000,5279.707024
251.674428,1000,5282.278451
339.802596,1000,5435.121469
293.483949,1000,5437.609746
208.297852,1000,5440.057727
313.582428,1000,5442.617251
290.434596,1000,5445.211977
230.324273,1000,5447.630497
323.267027,1000,5450.114666
243.817619,1000,5452.616065
199.350583,1000,5455.134716
236.992333,1000,5457.717679
254.961381,1000,5610.288992
294.214362,1000,5612.535575
254.021534,1000,5615.075729
159.097744,1000,5617.575224
264.371532,1000,5620.069044
296.87023,1000,5622.439426
284.56716,1000,5624.982749
285.255231,1000,5627.512049
284.865007,1000,5630.108843
307.822313,1000,5632.723654
292.020527,1000,5785.171821
286.402992,1000,5787.667881
265.109768,1000,5790.187448
266.174616,1000,5792.629029
279.127962,1000,5795.173006
345.057774,1000,5797.621277
326.711425,1000,5800.198737
365.569142,1000,5802.776609
149.300808,1000,5805.224201
282.173633,1000,5807.644717
218.994999,1000,5960.113689
228.292387,1000,5962.607761
325.993536,1000,5965.041448
302.419217,1000,5967.572893
309.545739,1000,5970.1991
284.353241,1000,5972.650241
161.148176,1000,5975.158972
362.822744,1000,5977.770707
355.823905,1000,5980.356595
285.81606,1000,5982.808197
276.189484,1000,6135.412701
218.883436,1000,6137.984014
260.547619,1000,6140.563275
315.968341,1000,6143.11322
297.639183,1000,6145.720166
268.495764,1000,6148.100554
258.442277,1000,6150.676376
303.657462,1000,6153.268034
367.613994,1000,6155.61217
327.843772,1000,6158.198535
267.36339,1000,6310.995847
280.184905,1000,6313.363169
132.963491,1000,6315.885986
321.274135,1000,6318.370305
356.535364,1000,6320.973187
322.431591,1000,6323.564419
356.28969,1000,6326.053827
236.475656,1000,6328.566826
244.874989,1000,6331.016705
279.546963,1000,6333.521114
268.001117,1000,6486.40581
183.964714,1000,6488.753733
253.964349,1000,6491.185523
315.886048,1000,6493.654789
309.103831,1000,6496.126837
275.5828,1000,6498.720507
299.722173,1000,6501.152728
377.327763,1000,6503.70143
83.642815,1000,6506.167046
331.986015,1000,6508.742038
337.609991,1000,6661.669618
360.239588,1000,6664.268084
401.244238,1000,6666.873138
367.623707,1000,6669.409351
335.070035,1000,6671.993257
370.21729,1000,6674.464522
310.569054,1000,6677.091229
363.081476,1000,6679.547918
329.611314,1000,6681.994837
323.901787,1000,6684.578089
297.918008,1000,6837.480636
299.545999,1000,6840.050238
373.772829,1000,6842.610064
343.531744,1000,6845.171237
195.375671,1000,6847.577307
327.032246,1000,6850.106674
391.342641,1000,6852.434477
355.652256,1000,6854.983216
346.27859,1000,6857.584049
403.540643,1000,6860.044166
369.596505,1000,7016.17724
445.868017,1000,7019.129354
369.169975,1000,7021.993019
334.775591,1000,7024.868113
338.013337,1000,7027.855417
226.485661,1000,7030.827965
415.55303,1000,7033.716072
296.929428,1000,7036.66051
321.973654,1000,7039.681319
344.819879,1000,7042.695011
425.059249,1000,7198.418509
440.620978,1000,7200.951831
425.014503,1000,7203.22635
351.166487,1000,7205.682874
389.282943,1000,7208.248531
427.381052,1000,7210.805238
439.128108,1000,7213.332233
386.537028,1000,7215.930225
453.385176,1000,7218.425482
328.306932,1000,7220.724789
497.014986,1000,7373.828678
368.907147,1000,7376.410152
362.686754,1000,7378.867209
451.037723,1000,7381.420583
340.485877,1000,7383.831864
346.710187,1000,7386.339951
445.151526,1000,7388.804964
395.731693,1000,7391.359164
318.701257,1000,7393.935221
384.789034,1000,7396.511157
472.982781,1000,7549.489291
349.330889,1000,7552.07372
368.742311,1000,7554.592871
432.384211,1000,7557.162096
335.855645,1000,7559.581792
420.012305,1000,7562.119832
268.653216,1000,7564.514977
411.574357,1000,7566.928531
200.385008,1000,7569.251267
358.445681,1000,7571.747457
360.221174,1000,7725.150189
298.523388,1000,7727.692331
397.678336,1000,7730.091421
354.887671,1000,7732.589166
261.618831,1000,7734.935762
446.320646,1000,7737.485246
246.292828,1000,7740.060154
398.3852,1000,7742.650087
323.982166,1000,7745.247844
284.709847,1000,7747.780334
423.827433,1000,7900.024694
340.720984,1000,7902.600136
363.564093,1000,7904.976273
364.658769,1000,7907.602753
401.534769,1000,7910.144848
387.889506,1000,7912.751672
297.926364,1000,7915.308797
350.133839,1000,7917.934276
336.220892,1000,7920.396288
262.081426,1000,7922.97781
466.011223,1000,8075.521262
419.643836,1000,8078.074085
356.430704,1000,8080.577341
370.388512,1000,8083.165926
437.304308,1000,8085.688524
486.214461,1000,8088.191368
425.260702,1000,8090.498549
425.245991,1000,8092.93438
421.370983,1000,8095.350738
223.022634,1000,8097.925591
448.302397,1000,8250.520559
391.821996,1000,8253.116506
280.603359,1000,8255.685472
464.416279,1000,8258.285873
333.669387,1000,8260.786719
451.816769,1000,8263.209432
351.67271,1000,8265.676812
434.96678,1000,8268.296456
354.753905,1000,8270.720527
371.378458,1000,8273.314276
287.228005,1000,8426.228101
394.422778,1000,8428.702994
270.448534,1000,8431.113698
406.124653,1000,8433.700702
402.207899,1000,8436.12863
376.214093,1000,8438.444713
306.377232,1000,8440.793301
368.977003,1000,8443.357846
140.72191,1000,8445.922551
311.396945,1000,8448.502971
396.422166,1000,8601.579736
356.510944,1000,8604.140076
466.604674,1000,8606.708356
361.660172,1000,8609.289946
372.301023,1000,8611.87439
346.222931,1000,8614.4408
359.911095,1000,8616.703492
459.610059,1000,8618.95059
427.651979,1000,8621.294982
431.416246,1000,8623.903773
484.729576,1000,8776.689495
340.048376,1000,8779.146449
454.888527,1000,8781.578837
546.901361,1000,8784.118788
367.995303,1000,8786.559443
448.339498,1000,8789.228584
354.420623,1000,8791.740802
429.099485,1000,8794.280357
348.017061,1000,8796.83911
462.715784,1000,8799.290565
426.935823,1000,8952.433572
360.567857,1000,8955.000881
366.624246,1000,8957.380521
392.538622,1000,8959.974469
425.214149,1000,8962.40461
453.462944,1000,8964.989751
185.467191,1000,8967.541656
430.724237,1000,8970.179381
500.088521,1000,8972.69837
70.409799,1000,8975.253048
429.868511,1000,9127.792064
338.917104,1000,9130.15452
525.450464,1000,9132.785652
499.610425,1000,9135.376986
302.354113,1000,9137.749953
343.038484,1000,9140.366105
354.917547,1000,9142.935249
247.824394,1000,9145.530926
487.150929,1000,9148.081428
458.915795,1000,9150.650442
321.840167,1000,9303.409703
444.965661,1000,9305.918347
443.269174,1000,9308.326492
411.676137,1000,9310.87047
355.619425,1000,9313.453088
528.177023,1000,9315.849518
433.690082,1000,9318.337941
364.184034,1000,9320.814969
556.035293,1000,9323.304783
442.140585,1000,9325.870721
233.843979,1000,9478.60313
420.830092,1000,9480.977224
392.457751,1000,9483.618921
412.249162,1000,9486.00994
441.859214,1000,9488.383537
491.871244,1000,9491.019351
514.267484,1000,9493.567081
409.313718,1000,9496.142386
431.115846,1000,9498.584273
450.744264,1000,9501.043152
419.681275,1000,9654.147027
491.368529,1000,9656.697346
427.83122,1000,9659.256881
418.899924,1000,9661.858876
445.958375,1000,9664.446171
429.680745,1000,9666.936214
468.095047,1000,9669.232971
492.067521,1000,9671.824693
420.276251,1000,9674.399707
506.183485,1000,9676.942752
433.537482,1000,9829.608431
432.792697,1000,9832.177951
444.55567,1000,9834.674455
472.456599,1000,9836.969947
495.709051,1000,9839.488357
439.835635,1000,9842.052394
525.997477,1000,9844.68631
471.864945,1000,9847.247273
515.895318,1000,9849.790486
432.863928,1000,9852.370347
510.681479,1000,10004.97321
451.239233,1000,10007.554538
525.887285,1000,10010.062247
365.872613,1000,10012.606893
442.523946,1000,10015.141511
459.599684,1000,10017.738874
448.909939,1000,10020.251951
390.024223,1000,10022.612235
355.934758,1000,10025.063713
354.2817,1000,10027.651702
465.391238,1000,10180.329608
407.508142,1000,10182.879261
342.957865,1000,10185.492263
472.994674,1000,10188.046724
459.219714,1000,10190.588655
487.079635,1000,10193.055748
409.729212,1000,10195.647732
409.243561,1000,10198.248405
471.109793,1000,10200.817438
457.15677,1000,10203.283047
