# {"t_start": 1562835804.7645226, "env_id": "HalfCheetah-v2"} 
r,l,t
-900.612063,1000,4.62372
-854.546878,1000,7.181416
-714.790485,1000,9.541112
-833.277041,1000,12.13829
-842.10006,1000,14.580096
-863.035276,1000,16.956959
-803.151166,1000,19.553947
-801.207412,1000,22.094903
-769.783846,1000,24.686493
-842.060612,1000,26.999109
-788.48496,1000,179.386516
-859.452928,1000,181.918235
-676.047418,1000,184.472178
-954.263803,1000,187.03945
-806.104873,1000,189.633334
-770.62653,1000,192.014956
-824.516656,1000,194.436871
-858.497696,1000,196.943277
-879.448474,1000,199.491232
-816.283456,1000,202.055689
-742.606916,1000,354.327717
-782.801347,1000,356.933225
-714.316888,1000,359.336612
-731.93961,1000,361.672675
-749.369804,1000,364.217079
-690.801185,1000,366.62063
-726.003549,1000,369.144217
-815.391939,1000,371.493478
-688.274067,1000,374.045362
-814.49787,1000,376.476354
-675.908602,1000,530.301888
-792.443149,1000,532.88211
-701.12354,1000,535.435092
-759.264771,1000,537.830781
-792.588914,1000,540.340125
-698.875778,1000,542.845085
-688.601409,1000,545.421683
-721.492917,1000,547.846151
-683.7916,1000,550.39164
-719.343992,1000,552.913154
-657.515612,1000,705.219844
-683.006141,1000,707.744859
-683.664014,1000,710.323896
-628.027828,1000,712.817377
-609.739588,1000,715.343212
-732.677837,1000,717.881552
-617.369262,1000,720.471698
-637.231662,1000,723.086389
-621.389769,1000,725.667038
-575.011034,1000,728.18414
-591.859215,1000,881.291172
-593.900797,1000,883.822564
-522.2169,1000,886.250007
-691.043666,1000,888.787116
-545.961528,1000,891.164146
-592.843912,1000,893.711699
-596.1729,1000,896.293766
-568.885818,1000,898.823413
-569.469364,1000,901.350879
-642.554899,1000,903.91823
-532.671287,1000,1056.337657
-516.036956,1000,1058.845365
-531.169687,1000,1061.314564
-565.783036,1000,1063.86972
-504.777014,1000,1066.516442
-540.442916,1000,1069.02806
-574.645613,1000,1071.547777
-480.138114,1000,1074.108291
-622.96332,1000,1076.627223
-554.919017,1000,1079.098623
-425.349653,1000,1232.54592
-530.076927,1000,1235.157005
-567.650678,1000,1237.752963
-560.706297,1000,1240.31751
-532.624441,1000,1242.751256
-489.519505,1000,1245.302625
-565.168452,1000,1247.916248
-422.337445,1000,1250.313776
-537.091511,1000,1252.858625
-466.699481,1000,1255.248741
-425.027988,1000,1408.303177
-418.59171,1000,1410.890811
-466.750204,1000,1413.463171
-427.5892,1000,1415.839571
-488.378984,1000,1418.451117
-441.213288,1000,1420.796346
-491.840607,1000,1423.313798
-407.118788,1000,1425.628129
-400.491567,1000,1427.998662
-478.927849,1000,1430.584518
-420.696609,1000,1583.236467
-351.448126,1000,1585.818059
-386.064295,1000,1588.115585
-406.439829,1000,1590.655193
-379.76454,1000,1593.230344
-391.753299,1000,1595.824096
-440.434824,1000,1598.316982
-414.016293,1000,1600.909906
-397.279613,1000,1603.5211
-464.72421,1000,1606.082202
-458.282104,1000,1759.169898
-389.457412,1000,1761.615237
-349.380272,1000,1764.052883
-276.380341,1000,1766.489784
-396.549274,1000,1768.889512
-388.707402,1000,1771.475153
-304.784455,1000,1774.047874
-349.591016,1000,1776.646276
-324.752889,1000,1779.223752
-412.650751,1000,1781.810954
-365.151011,1000,1934.298468
-287.092697,1000,1936.828409
-354.451736,1000,1939.191186
-270.528806,1000,1941.469145
-333.172378,1000,1943.943401
-329.960823,1000,1946.436835
-299.660134,1000,1948.98744
-333.100793,1000,1951.572133
-308.475986,1000,1954.17129
-341.54314,1000,1956.75297
-289.117003,1000,2109.041177
-277.571559,1000,2111.51059
-287.365665,1000,2114.12461
-374.85046,1000,2116.669754
-310.834121,1000,2119.131762
-271.496387,1000,2121.447464
-278.629505,1000,2123.967977
-299.618259,1000,2126.546668
-284.353127,1000,2129.03082
-300.302341,1000,2131.49465
-212.516433,1000,2283.988712
-281.551945,1000,2286.479847
-251.49841,1000,2289.028204
-220.921242,1000,2291.483351
-248.235405,1000,2294.040759
-180.113754,1000,2296.530513
-308.386388,1000,2298.945219
-226.732156,1000,2301.398132
-195.378371,1000,2303.766498
-213.742392,1000,2306.190408
-176.810539,1000,2458.410926
-191.839657,1000,2460.873601
-154.688194,1000,2463.43281
-204.250357,1000,2465.880163
-191.824099,1000,2468.474242
-123.365963,1000,2471.042321
-137.674179,1000,2473.569713
-208.73924,1000,2476.068838
-287.625377,1000,2478.596205
-180.959415,1000,2481.138373
-160.248569,1000,2633.71422
-169.89253,1000,2636.197944
-111.711986,1000,2638.486234
-132.26373,1000,2641.004629
-82.139903,1000,2643.491856
-89.0675,1000,2646.093446
-190.832569,1000,2648.672431
-114.728124,1000,2651.181737
-210.33984,1000,2653.611244
-137.801332,1000,2655.966811
-78.92995,1000,2808.431015
-86.074137,1000,2810.996762
-101.269128,1000,2813.558732
-75.361229,1000,2816.063806
-28.881287,1000,2818.37822
-101.538203,1000,2820.971397
-133.640058,1000,2823.490979
-38.971745,1000,2826.154728
-59.95479,1000,2828.68882
-154.80574,1000,2831.145635
-105.060152,1000,2983.543156
-19.894817,1000,2985.975169
39.598873,1000,2988.581035
-189.598552,1000,2991.198093
-70.215861,1000,2993.778185
-106.102259,1000,2996.274071
4.744528,1000,2998.879263
-88.375705,1000,3001.417788
-0.800538,1000,3003.904152
-96.644999,1000,3006.500293
-34.287256,1000,3158.953852
58.31207,1000,3161.381478
-173.367459,1000,3163.814143
-40.014594,1000,3166.308681
8.803164,1000,3168.921393
-3.624681,1000,3171.376052
-43.587268,1000,3173.701732
-3.332381,1000,3176.271029
-45.068688,1000,3178.780644
-37.784109,1000,3181.351465
55.631027,1000,3333.501007
15.445451,1000,3336.025605
67.844472,1000,3338.565011
-64.614173,1000,3340.905943
-44.085441,1000,3343.375704
53.936159,1000,3345.916643
-19.019524,1000,3348.378981
28.317087,1000,3350.648545
60.567966,1000,3353.24654
62.175148,1000,3355.841951
-11.95516,1000,3508.145945
102.121102,1000,3510.722311
40.839594,1000,3513.236403
4.868219,1000,3515.793363
44.693222,1000,3518.169703
-28.790072,1000,3520.746153
38.822441,1000,3523.324769
-43.272613,1000,3525.763519
-29.731273,1000,3528.187094
-247.363529,1000,3530.697484
144.528734,1000,3683.2974
33.820864,1000,3685.740793
106.7389,1000,3688.28159
147.097819,1000,3690.841223
146.617349,1000,3693.229091
179.348416,1000,3695.813787
109.679849,1000,3698.445737
81.334868,1000,3700.928261
1.425895,1000,3703.37617
54.68595,1000,3705.89339
15.284701,1000,3858.190728
169.786067,1000,3860.684987
183.667053,1000,3863.044443
16.168464,1000,3865.37304
80.108663,1000,3867.891259
103.126734,1000,3870.178075
-0.085406,1000,3872.482486
48.456311,1000,3874.97751
-403.816301,1000,3877.254604
49.013778,1000,3879.792211
-60.244586,1000,4032.516554
97.544193,1000,4035.072287
135.83903,1000,4037.395808
70.644549,1000,4039.959895
117.571266,1000,4042.518038
160.551633,1000,4044.968514
149.421363,1000,4047.520805
147.646393,1000,4049.895142
186.599905,1000,4052.384604
96.995028,1000,4054.949182
127.211967,1000,4207.759246
228.626789,1000,4210.243132
146.754362,1000,4212.582768
167.547454,1000,4215.015222
242.746565,1000,4217.540488
88.442417,1000,4219.939543
91.978404,1000,4222.445387
-5.915846,1000,4225.061647
117.532523,1000,4227.412813
85.025255,1000,4230.017143
179.717095,1000,4382.607114
35.213411,1000,4385.204339
170.919333,1000,4387.76155
200.033824,1000,4390.310751
160.268629,1000,4392.862373
143.126543,1000,4395.432762
100.160198,1000,4397.990629
232.375708,1000,4400.457727
93.222872,1000,4402.833309
-28.786602,1000,4405.425111
190.936717,1000,4558.342743
142.220301,1000,4560.793792
187.890959,1000,4563.16739
66.082195,1000,4565.621886
150.812811,1000,4568.064972
120.89308,1000,4570.681717
187.368298,1000,4573.250555
90.807199,1000,4575.846628
160.293036,1000,4578.194813
75.785707,1000,4580.759551
207.01691,1000,4733.363332
73.157241,1000,4735.930385
142.570131,1000,4738.486291
181.590045,1000,4740.925559
170.797065,1000,4743.512031
218.19852,1000,4746.08621
71.736804,1000,4748.458879
165.48954,1000,4750.892886
181.888372,1000,4753.470918
203.505656,1000,4755.973823
132.061386,1000,4908.469229
278.644107,1000,4910.967767
234.030967,1000,4913.53268
93.365839,1000,4916.05266
190.784317,1000,4918.632018
221.629272,1000,4921.269794
242.484641,1000,4923.863936
63.112573,1000,4926.457876
183.852178,1000,4928.917437
141.167097,1000,4931.502617
228.421166,1000,5084.369807
290.442821,1000,5086.71436
65.619562,1000,5089.264986
94.153143,1000,5091.834997
162.502063,1000,5094.37189
151.434747,1000,5096.971905
98.374809,1000,5099.449332
206.026373,1000,5102.041454
196.872563,1000,5104.651535
78.434406,1000,5107.234064
97.834947,1000,5259.933067
261.190222,1000,5262.177677
210.844878,1000,5264.710293
222.410486,1000,5267.282412
203.293184,1000,5269.79193
237.895012,1000,5272.313814
228.13623,1000,5274.716589
155.890768,1000,5277.220871
214.37041,1000,5279.716683
239.050869,1000,5282.288481
298.090456,1000,5435.131196
348.717381,1000,5437.620242
245.976322,1000,5440.067482
236.710052,1000,5442.627206
285.61159,1000,5445.222099
261.122183,1000,5447.640851
275.271637,1000,5450.125128
192.055617,1000,5452.626408
272.227387,1000,5455.145182
296.220319,1000,5457.727629
271.437323,1000,5610.299016
191.300647,1000,5612.545892
305.94756,1000,5615.086126
260.149508,1000,5617.585077
188.434311,1000,5620.079218
232.291825,1000,5622.44936
298.368582,1000,5624.992733
221.867436,1000,5627.522455
324.007219,1000,5630.118859
281.616209,1000,5632.734132
259.540981,1000,5785.181776
342.234914,1000,5787.677827
275.152287,1000,5790.197461
260.877736,1000,5792.638824
230.403335,1000,5795.183314
276.471804,1000,5797.631735
247.494532,1000,5800.208639
323.563443,1000,5802.786955
234.474232,1000,5805.234118
354.246678,1000,5807.655186
178.763612,1000,5960.123498
311.030175,1000,5962.618273
289.099274,1000,5965.0515
235.705894,1000,5967.582785
325.802472,1000,5970.209064
234.757301,1000,5972.660162
294.190288,1000,5975.168385
321.538451,1000,5977.781205
345.916827,1000,5980.366516
317.512009,1000,5982.818408
291.335614,1000,6135.422512
262.892779,1000,6137.994001
248.980107,1000,6140.57332
200.483428,1000,6143.123199
220.22353,1000,6145.730407
268.221968,1000,6148.11054
223.241651,1000,6150.686855
238.493942,1000,6153.277979
240.487008,1000,6155.622242
351.501823,1000,6158.208512
295.358709,1000,6311.006239
308.003222,1000,6313.373091
211.034561,1000,6315.895857
284.301849,1000,6318.380746
280.829188,1000,6320.983238
214.896439,1000,6323.574388
311.414432,1000,6326.064298
319.0221,1000,6328.576495
381.881596,1000,6331.026756
347.23671,1000,6333.531049
257.413289,1000,6486.416099
285.576071,1000,6488.763641
311.899474,1000,6491.195565
318.116119,1000,6493.6652
380.152404,1000,6496.136994
209.577428,1000,6498.730254
228.137354,1000,6501.163003
340.830735,1000,6503.711331
185.95535,1000,6506.177203
106.198942,1000,6508.752564
387.706802,1000,6661.679449
258.141868,1000,6664.278057
283.026317,1000,6666.883173
255.300598,1000,6669.418768
332.058746,1000,6672.003237
256.834785,1000,6674.47444
417.368247,1000,6677.100587
63.040481,1000,6679.557921
423.18812,1000,6682.004849
401.298889,1000,6684.588124
453.256592,1000,6837.490652
281.131367,1000,6840.06041
253.878912,1000,6842.620532
396.103229,1000,6845.181001
409.619104,1000,6847.587135
267.736386,1000,6850.11667
363.989526,1000,6852.444585
373.873081,1000,6854.993106
288.827283,1000,6857.593776
324.77995,1000,6860.054009
412.167337,1000,7016.185358
417.824615,1000,7019.139381
388.1598,1000,7022.003144
404.8963,1000,7024.877699
278.303963,1000,7027.865125
280.901414,1000,7030.837821
351.188768,1000,7033.726065
265.301562,1000,7036.670696
259.990722,1000,7039.691002
440.393268,1000,7042.704637
417.05034,1000,7198.428538
301.315375,1000,7200.961883
454.302884,1000,7203.236263
398.650042,1000,7205.692943
365.796158,1000,7208.25867
423.783845,1000,7210.81529
371.768336,1000,7213.342011
293.384051,1000,7215.940075
423.429465,1000,7218.435525
403.404548,1000,7220.734914
223.010934,1000,7373.839193
261.671589,1000,7376.420704
315.079533,1000,7378.877158
393.663286,1000,7381.430667
478.843455,1000,7383.841786
298.249178,1000,7386.349903
470.278853,1000,7388.814992
455.536096,1000,7391.369192
507.491066,1000,7393.94528
164.24928,1000,7396.521195
283.355381,1000,7549.499272
189.616891,1000,7552.083446
302.426111,1000,7554.60284
409.411056,1000,7557.172425
358.23708,1000,7559.592258
416.013843,1000,7562.129883
462.84414,1000,7564.524975
341.263958,1000,7566.938494
399.441806,1000,7569.26131
344.985465,1000,7571.757238
471.661025,1000,7725.159972
476.408742,1000,7727.702337
426.321004,1000,7730.101331
341.66509,1000,7732.599349
396.634986,1000,7734.945814
401.02287,1000,7737.494916
385.79333,1000,7740.070171
417.272031,1000,7742.660031
443.88143,1000,7745.258109
419.692208,1000,7747.790731
363.441167,1000,7900.035173
418.672498,1000,7902.609676
309.065266,1000,7904.986075
241.727199,1000,7907.612738
455.425235,1000,7910.154267
