# {"t_start": 1568112866.3517509, "env_id": "Hopper-v2"} 
r,l,t
34.066224,29,18.301147
14.750367,20,18.338327
9.343409,11,18.359068
9.424438,11,18.379687
5.784657,8,18.394207
5.857435,9,18.410865
24.531079,29,18.46489
12.689653,16,18.494679
8.162585,10,18.513551
67.853762,57,18.618181
5.705013,8,18.63302
8.938094,12,18.655068
51.930032,45,18.738487
22.288519,24,18.785455
16.581071,27,18.841376
6.972242,10,18.86031
20.338215,28,18.916135
29.566561,29,18.970245
9.307557,12,18.993227
7.704319,10,19.012421
16.957428,22,19.053442
27.088302,29,19.107027
46.163472,52,19.202994
6.170002,8,19.21786
25.021834,24,19.263781
27.485097,32,19.324079
36.483173,37,19.393559
6.289388,10,19.41287
4.682606,7,19.426287
20.363039,24,19.4713
26.211252,26,19.519899
26.703216,26,19.568246
72.443528,55,19.670332
20.560917,23,19.712634
6.98493,9,19.729554
24.024454,24,19.774497
17.233563,21,19.813845
10.372411,12,19.835945
23.645415,28,19.887303
9.4713,11,19.90831
6.326072,8,19.923375
22.007858,22,19.964115
26.418855,25,20.011163
8.03712,10,20.030053
12.221891,18,20.063974
10.529653,12,20.086046
20.936384,24,20.130572
6.219581,8,20.145684
9.754755,12,20.167998
6.09744,8,20.183098
14.665538,21,20.221763
17.949599,19,20.257453
15.570315,27,20.307182
30.00506,27,20.356507
30.608633,28,20.408971
8.134714,10,20.427526
11.724517,13,20.452404
8.062419,10,20.471114
24.379088,25,20.521154
24.245903,25,20.572422
4.492111,7,20.586118
68.251411,62,20.701264
8.638362,11,20.721876
18.967069,29,20.777079
9.43987,11,20.79791
21.433804,25,20.843545
24.759386,27,20.893065
5.320947,7,20.906804
34.40372,35,20.971397
7.449686,9,20.988323
15.738541,22,21.029968
5.1406,7,21.044024
13.250488,19,22.931309
6.812318,10,22.950554
8.078388,10,22.969501
25.030409,26,23.018602
32.005419,31,23.077147
6.780006,9,23.09432
20.387186,25,23.143119
10.937601,14,23.168931
21.62994,26,23.21757
20.376154,24,23.262455
13.110093,14,23.288757
16.65017,19,23.324273
28.866111,26,23.372809
20.00601,22,23.414442
15.003414,18,23.448931
25.528481,27,23.49958
23.805433,27,23.549891
11.068721,14,23.575645
23.633652,27,23.625247
20.465103,23,23.66901
22.890933,23,23.712593
4.291571,7,23.725677
13.621974,18,23.759691
18.345081,22,23.800986
14.487044,22,23.841801
39.853397,35,23.906137
19.353116,24,23.950153
11.545786,12,23.972665
9.02547,12,23.995097
17.190306,21,24.034566
14.524275,22,24.07477
12.268654,20,24.111936
108.108857,92,24.283109
29.756222,34,24.345965
18.345126,20,24.383312
18.471338,25,24.430067
6.195691,8,24.444926
8.201518,10,24.464083
25.024107,27,24.513859
6.101736,9,24.530289
22.158243,23,24.573236
18.863243,19,24.608386
12.805784,17,24.639632
11.429049,18,24.672355
7.262567,9,24.689929
34.682955,32,24.747831
13.668238,15,24.775881
19.842985,20,24.814494
7.650032,10,24.833467
10.963122,13,24.858227
7.367725,9,24.875496
23.682659,26,24.924276
12.148208,15,24.952477
17.650064,21,24.99117
4.849146,7,25.004971
3.726987,6,25.016237
16.548135,22,25.05654
34.977669,35,25.120359
55.851196,48,25.208738
9.446678,11,25.228933
13.054852,21,25.267955
26.571708,26,25.316637
17.890509,23,25.358687
4.04736,7,25.372328
5.635241,8,25.386872
18.141357,22,25.427953
12.416493,16,25.457876
18.734212,25,25.503611
8.547594,10,25.522077
17.620922,22,25.562852
17.760502,22,25.604015
9.267503,11,25.628303
13.670497,19,25.664954
7.832197,10,25.683683
17.221286,26,25.731444
5.805116,10,25.750718
18.244094,24,25.795279
18.348982,23,25.838141
6.367751,8,25.853305
27.283431,30,25.909368
26.654681,29,25.962448
9.433368,11,25.98331
17.085116,19,26.018879
10.217612,12,26.041413
7.538096,9,26.05828
19.641163,24,26.102965
22.305584,25,26.14924
5.274003,7,26.162599
17.711579,19,26.197641
13.611219,18,26.230987
23.52796,25,26.278169
16.372188,20,26.315268
28.837914,33,26.375843
28.691829,27,26.426864
8.888714,11,26.447942
14.73736,22,26.488329
24.568523,26,26.536979
22.169656,24,26.58256
15.527633,22,26.622966
22.699588,29,26.675961
15.795184,22,26.715591
10.463714,13,26.739574
5.879624,8,26.754524
22.799208,24,26.798396
24.74796,24,26.843022
36.865287,33,26.903678
7.308301,9,26.920482
29.367219,26,26.96856
7.601918,10,26.987309
8.432801,10,27.006107
11.602031,16,27.035466
25.523992,27,27.085058
23.470989,24,27.129942
14.965554,19,27.166035
19.850393,23,27.208381
18.355402,24,27.253054
20.310521,25,27.299679
33.833163,32,27.358343
84.51351,81,27.507201
23.985514,25,27.553335
16.913919,21,27.592731
21.348342,27,27.643639
22.85157,24,27.688011
12.277782,14,27.713819
10.660452,12,27.736438
8.558127,10,27.75508
11.398157,13,27.779993
9.523805,11,27.801157
15.099634,20,27.838698
10.760789,15,27.867041
6.446008,8,27.881767
49.852031,48,27.969929
19.171618,28,28.02173
12.329452,13,28.046384
10.600816,13,28.071095
22.814751,26,28.120377
19.214493,23,28.165269
8.256665,10,28.184222
5.311451,7,28.197456
20.964675,29,28.252279
25.189679,26,28.302382
14.793415,19,28.338325
16.944427,21,28.378083
23.100846,28,28.43088
20.463277,23,28.474327
4.59419,7,28.488097
27.222905,29,28.544721
23.488208,27,28.596007
10.560697,14,28.623013
41.930743,35,28.688946
26.456904,27,28.739022
4.909678,7,28.752678
21.907851,34,28.816841
26.851661,28,28.870606
69.807285,63,28.98906
35.077324,32,29.049916
7.053926,9,29.066883
5.848043,8,29.082243
23.708766,24,29.12751
16.074195,21,29.167465
9.421733,12,29.190035
9.055329,11,29.210806
16.276584,27,29.261801
8.577772,10,29.280921
9.05914,11,29.301657
15.602245,25,29.348977
21.770785,24,29.394545
11.985181,19,29.430664
13.286113,17,29.463209
7.861785,11,29.484752
9.280331,11,29.506221
34.611628,33,29.57037
11.52264,14,29.597193
28.112372,31,29.656254
18.30729,23,29.700148
7.09589,9,29.717556
20.643588,23,29.761026
13.521789,16,29.792501
29.741703,30,29.850086
20.048916,25,29.897498
25.36347,26,29.947672
9.080879,11,29.967924
72.242647,65,30.086272
30.346773,32,30.14565
20.414745,23,30.188386
33.992399,37,30.255893
6.714112,8,30.271563
19.680617,23,30.314315
18.351551,23,30.356665
44.899045,36,30.423367
21.523422,24,30.469284
17.121806,23,30.512032
24.685468,32,30.572037
9.419165,11,30.592719
25.10719,25,30.638913
27.57379,26,30.687243
6.782097,9,30.703903
26.239015,25,30.749832
10.492477,13,30.774318
9.379179,11,30.794735
23.869606,24,30.839141
8.522866,10,30.858155
5.454132,8,30.873253
7.118648,9,30.890594
23.436818,24,30.935117
30.154394,31,30.992027
22.369019,24,31.03666
6.74242,10,31.055522
7.338578,9,31.071891
20.054127,22,31.112997
4.566785,8,31.128428
19.416109,20,31.165952
29.757741,30,31.221332
9.509969,11,31.242227
28.262117,29,31.29796
22.148476,23,31.341668
13.20364,14,31.368527
22.175146,24,31.413771
23.403057,24,31.45958
6.841422,9,31.47692
35.585767,34,31.541315
9.373914,12,31.564138
5.984365,8,31.579795
22.145755,25,31.628529
17.101068,20,31.666286
27.023383,31,31.724695
28.238924,27,31.776094
9.062461,11,31.797215
15.49281,20,31.835013
9.18115,13,31.859678
6.624464,9,31.877071
7.329786,9,31.894459
7.026259,9,31.911633
9.5824,11,31.932083
5.687258,10,31.950807
6.208192,8,31.966266
19.217734,22,32.008722
18.528606,24,32.053689
20.659399,25,32.101856
32.648633,31,32.16204
26.815809,29,32.216751
6.808481,9,32.234631
12.499438,15,32.262933
24.072603,25,32.310244
7.224113,9,32.328031
13.860097,19,32.364759
24.621596,24,32.410969
7.256403,9,32.428191
21.849516,24,32.474262
7.535785,9,32.491872
21.058125,24,32.538074
12.518677,20,32.576411
31.226093,31,32.635031
19.529074,25,32.683227
21.265951,24,32.729134
5.215693,8,32.744618
16.845495,22,32.786948
11.87137,16,32.817351
19.336371,21,32.857321
23.849637,26,32.906946
18.831183,22,32.949129
14.167525,16,32.979615
23.831106,29,33.034627
5.735705,8,33.049899
14.41177,21,33.089737
13.398223,21,33.128223
10.466241,12,33.150713
26.355055,29,33.205685
6.194534,9,33.222959
23.09201,23,33.266593
6.41214,8,33.281353
16.931743,19,33.317474
16.401558,23,33.360951
9.18288,11,33.381604
14.440075,22,33.423257
16.298063,21,33.463084
